date,language,stargazers,starsToday,description,owner,name,url
2022-03-14,elixir,10455,6,"Simple, open-source, lightweight (< 1 KB) and privacy-friendly web analytics alternative to Google Analytics.",plausible,analytics,https://github.com/plausible/analytics
2022-03-14,elixir,2498,1,Interactive and collaborative code notebooks for Elixir - built with Phoenix LiveView,livebook-dev,livebook,https://github.com/livebook-dev/livebook
2022-03-14,elixir,19932,7,"Elixir is a dynamic, functional language designed for building scalable and maintainable applications",elixir-lang,elixir,https://github.com/elixir-lang/elixir
2022-03-14,elixir,4447,0,"Rich, real-time user experiences with server-rendered HTML",phoenixframework,phoenix_live_view,https://github.com/phoenixframework/phoenix_live_view
2022-03-14,elixir,4718,2,Open-source live customer chat,papercups-io,papercups,https://github.com/papercups-io/papercups
2022-03-14,elixir,5367,4,A toolkit for data mapping and language integrated query.,elixir-ecto,ecto,https://github.com/elixir-ecto/ecto
2022-03-14,elixir,2481,8,A self-hosted data logger for your Tesla,adriankumpf,teslamate,https://github.com/adriankumpf/teslamate
2022-03-14,elixir,526,0,Kafka client library for Elixir,kafkaex,kafka_ex,https://github.com/kafkaex/kafka_ex
2022-03-14,elixir,9,0,,coingaming,money-elixir,https://github.com/coingaming/money-elixir
2022-03-14,elixir,17707,1,Peace of mind from prototype to production,phoenixframework,phoenix,https://github.com/phoenixframework/phoenix
2022-03-14,elixir,13,0,exprotobuf with renamed Protobuf module,coingaming,exprotobuf2,https://github.com/coingaming/exprotobuf2
2022-03-14,elixir,0,0,Convert Rails timezones into timezones useful for elixir,shipt,rails_to_iana_tz,https://github.com/shipt/rails_to_iana_tz
2022-03-14,elixir,11194,2,"A curated list of amazingly awesome Elixir and Erlang libraries, resources and shiny things. Updates:",h4cc,awesome-elixir,https://github.com/h4cc/awesome-elixir
2022-03-14,elixir,1521,0,Blockchain explorer for Ethereum based network and a tool for inspecting and analyzing EVM based blockchains.,blockscout,blockscout,https://github.com/blockscout/blockscout
2022-03-14,elixir,484,1,Exercism exercises in Elixir.,exercism,elixir,https://github.com/exercism/elixir
2022-03-14,elixir,113,0,A maze generator made with PhoenixLiveView.,angelikatyborska,mazes,https://github.com/angelikatyborska/mazes
2022-03-14,elixir,536,1,,fly-apps,live_beats,https://github.com/fly-apps/live_beats
2022-03-14,elixir,40,0,Flame Graph LiveView Component and LiveDashboard plugin,DockYard,flame_on,https://github.com/DockYard/flame_on
2022-03-14,elixir,504,1,Open Source Newsletter Tool.,pentacent,keila,https://github.com/pentacent/keila
2022-03-14,elixir,133,1,A turn-based browser RPG built with Phoenix LiveView,pedromtavares,moba,https://github.com/pedromtavares/moba
2022-03-14,elixir,2486,1,Compose web applications with functions,elixir-plug,plug,https://github.com/elixir-plug/plug
2022-03-14,elixir,223,0,AppSignal for Elixir package,appsignal,appsignal-elixir,https://github.com/appsignal/appsignal-elixir
2022-03-14,elixir,4522,2,Listen to your to PostgreSQL database in realtime via websockets. Built with Elixir.,supabase,realtime,https://github.com/supabase/realtime
2022-03-14,elixir,440,0,更加现代的 Policr 迷你版,Hentioe,policr-mini,https://github.com/Hentioe/policr-mini
2022-03-14,elixir,23,0,,MachinesAreUs,wonderland_elixir_katas,https://github.com/MachinesAreUs/wonderland_elixir_katas
