date,language,stargazers,starsToday,description,owner,name,url
2024-09-13,typescript,7344,1066,🧡 Next generation information browser.,RSSNext,Follow,https://github.com/RSSNext/Follow
2024-09-13,typescript,10312,179,"Super Productivity is an advanced todo list app with integrated Timeboxing and time tracking capabilities. It also comes with integrations for Jira, Gitlab, GitHub and Open Project.",johannesjo,super-productivity,https://github.com/johannesjo/super-productivity
2024-09-13,typescript,45145,248,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production.",langgenius,dify,https://github.com/langgenius/dify
2024-09-13,typescript,8006,58,插件化、定制化、无广告的免费音乐播放器,maotoumao,MusicFree,https://github.com/maotoumao/MusicFree
2024-09-13,typescript,95668,16,Deliver web apps with confidence 🚀,angular,angular,https://github.com/angular/angular
2024-09-13,typescript,22087,23,Free and Open source Web Builder Framework. Next generation tool for building templates without coding,GrapesJS,grapesjs,https://github.com/GrapesJS/grapesjs
2024-09-13,typescript,22343,351,"A one-of-a-kind resume builder that keeps your privacy in mind. Completely secure, customizable, portable, open-source and free forever. Try it out today!",AmruthPillai,Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume
2024-09-13,typescript,7962,34,YouTube Music Desktop App bundled with custom plugins (and built-in ad blocker / downloader),th-ch,youtube-music,https://github.com/th-ch/youtube-music
2024-09-13,typescript,61701,26,Apache Superset is a Data Visualization and Data Exploration Platform,apache,superset,https://github.com/apache/superset
2024-09-13,typescript,14653,5,HLS.js is a JavaScript library that plays HLS in browsers with support for MSE.,video-dev,hls.js,https://github.com/video-dev/hls.js
2024-09-13,typescript,50909,9,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",ionic-team,ionic-framework,https://github.com/ionic-team/ionic-framework
2024-09-13,typescript,15639,18,Seamless REST/GraphQL API mocking library for browser and Node.js.,mswjs,msw,https://github.com/mswjs/msw
2024-09-13,typescript,29750,164,Drag & drop UI to build your customized LLM flow,FlowiseAI,Flowise,https://github.com/FlowiseAI/Flowise
2024-09-13,typescript,10327,92,Rich-text editor with shadcn,udecode,plate,https://github.com/udecode/plate
2024-09-13,typescript,93259,26,Material UI: Comprehensive React component library that implements Google's Material Design. Free forever.,mui,material-ui,https://github.com/mui/material-ui
2024-09-13,typescript,7630,269,The Open Source DocuSign Alternative.,documenso,documenso,https://github.com/documenso/documenso
