date,language,stargazers,starsToday,description,owner,name,url
2022-05-29,html,2178,24,(RuoYi)官方仓库 基于SpringBoot的权限管理系统 易读易懂、界面简洁美观。 核心技术采用Spring、MyBatis、Shiro没有任何其它重度依赖。直接运行即可用,yangzongzhuan,RuoYi,https://github.com/yangzongzhuan/RuoYi
2022-05-29,html,6583,28,Curso de HTML5 e CSS3,gustavoguanabara,html-css,https://github.com/gustavoguanabara/html-css
2022-05-29,html,330,16,"This repo covers Kubernetes Environment with LABs: Kubectl, Pod, Deployment, Service, PV, PVC, Kubeadm, Helm, etc.",omerbsezer,Fast-Kubernetes,https://github.com/omerbsezer/Fast-Kubernetes
2022-05-29,html,18533,9,A curated list of awesome warez and piracy links,Igglybuff,awesome-piracy,https://github.com/Igglybuff/awesome-piracy
2022-05-29,html,10694,23,Community guides for open source creators,github,opensource.guide,https://github.com/github/opensource.guide
2022-05-29,html,54,11,A robot powered training repository,binxin122455314,github-slideshow,https://github.com/binxin122455314/github-slideshow
2022-05-29,html,54,12,"Whether you're visualizing data or building a new game, there's a whole community and set of tools on GitHub that can get you to the next step. This course starts with the basics, but we'll dig into the rest later!",Anebelengyb,Nx2,https://github.com/Anebelengyb/Nx2
2022-05-29,html,194,9,An e-book entirely about JavaScript objects,carltheperson,advanced-js-objects,https://github.com/carltheperson/advanced-js-objects
2022-05-29,html,30738,10,Style guides for Google-originated open-source projects,google,styleguide,https://github.com/google/styleguide
2022-05-29,html,226,1,Developer documentation for Edge.,MicrosoftDocs,edge-developer,https://github.com/MicrosoftDocs/edge-developer
2022-05-29,html,6200,7,A proposal for adding a useful pipe operator to JavaScript.,tc39,proposal-pipeline-operator,https://github.com/tc39/proposal-pipeline-operator
2022-05-29,html,19749,13,30 Day Vanilla JS Challenge,wesbos,JavaScript30,https://github.com/wesbos/JavaScript30
2022-05-29,html,1445,0,Landing page for Software for Open Networking in the Cloud (SONiC) - https://sonic-net.github.io/SONiC/,sonic-net,SONiC,https://github.com/sonic-net/SONiC
2022-05-29,html,2575,29,"A comprehensive machine learning repository containing 30+ notebooks on different concepts, algorithms and techniques.",Nyandwi,machine_learning_complete,https://github.com/Nyandwi/machine_learning_complete
2022-05-29,html,410,9,一个可以录制 Microsoft Edge 浏览器的语音合成（TTS）语音并输出为 .wav 音频的（windows平台）工具。,LuckyHookin,edge-TTS-record,https://github.com/LuckyHookin/edge-TTS-record
2022-05-29,html,26287,16,"A UI library by WeChat official design team, includes the most useful widgets/modules in mobile web applications.",Tencent,weui,https://github.com/Tencent/weui
2022-05-29,html,6608,4,Un blog increíble para el curso de Git y Github de Platzi,freddier,hyperblog,https://github.com/freddier/hyperblog
2022-05-29,html,5314,3,Data science interview questions and answers,alexeygrigorev,data-science-interviews,https://github.com/alexeygrigorev/data-science-interviews
2022-05-29,html,2010,39,"A minimal, responsive, and powerful Jekyll theme for presenting professional writing",cotes2020,jekyll-theme-chirpy,https://github.com/cotes2020/jekyll-theme-chirpy
2022-05-29,html,2159,5,DefectDojo is an open-source DevSecOps and vulnerability management tool.,DefectDojo,django-DefectDojo,https://github.com/DefectDojo/django-DefectDojo
2022-05-29,html,98,2,Attendance Management system using face recognition.,nevilparmar11,Attendance-Management-System-Using-Face-Recognition,https://github.com/nevilparmar11/Attendance-Management-System-Using-Face-Recognition
2022-05-29,html,457,3,,TheOdinProject,css-exercises,https://github.com/TheOdinProject/css-exercises
2022-05-29,html,2708,8,Learn the fundamentals of cloud computing,learntocloud,learn-to-cloud,https://github.com/learntocloud/learn-to-cloud
2022-05-29,html,20800,10,"A rugged, minimal framework for composing JavaScript behavior in your markup.",alpinejs,alpine,https://github.com/alpinejs/alpine
2022-05-29,html,674,2,计算机保研交流群（QQ群号：605176069）,Alpha-Yang,CS-BAOYAN-2022,https://github.com/Alpha-Yang/CS-BAOYAN-2022
