date,stargazers,starsToday,description,owner,name,url
2021-12-19,944,0,Git client for ABAP,abapGit,abapGit,https://github.com/abapGit/abapGit
2021-12-19,3,0,ABAP table maintenance,open-abap,open-table-maintenance,https://github.com/open-abap/open-table-maintenance
2021-12-19,420,0,Generate your professional Excel spreadsheet from ABAP,abap2xlsx,abap2xlsx,https://github.com/abap2xlsx/abap2xlsx
