date,language,stargazers,starsToday,description,owner,name,url
2023-12-19,go,23989,367,Get up and running with Llama 2 and other large language models locally,jmorganca,ollama,https://github.com/jmorganca/ollama
2023-12-19,go,9843,208,The universal proxy platform,SagerNet,sing-box,https://github.com/SagerNet/sing-box
2023-12-19,go,3797,271,A language for writing HTML user interfaces in Go.,a-h,templ,https://github.com/a-h/templ
2023-12-19,go,1291,374,"SSH3: faster and rich secure shell using HTTP/3, checkout our article here: https://arxiv.org/abs/2312.08396",francoismichel,ssh3,https://github.com/francoismichel/ssh3
2023-12-19,go,34038,13,GitHub’s official command line tool,cli,cli,https://github.com/cli/cli
2023-12-19,go,173,42,Whatsapp Exploit to spoofing impersonate of reply message,lichti,whats-spoofing,https://github.com/lichti/whats-spoofing
2023-12-19,go,1431,128,"An open-source, cross-platform terminal for seamless workflows",wavetermdev,waveterm,https://github.com/wavetermdev/waveterm
2023-12-19,go,8176,318,"World's most advanced database DevOps and CI/CD for Developer, DBA and Platform Engineering teams. The GitLab/GitHub for database DevOps.",bytebase,bytebase,https://github.com/bytebase/bytebase
2023-12-19,go,44100,11,A platform for building proxies to bypass network restrictions.,v2ray,v2ray-core,https://github.com/v2ray/v2ray-core
2023-12-19,go,21116,99,"An open source, lightweight note-taking service. Easily capture and share your great thoughts.",usememos,memos,https://github.com/usememos/memos
2023-12-19,go,33361,35,"🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。",alist-org,alist,https://github.com/alist-org/alist
2023-12-19,go,8255,12,"A web GUI client of Project V which supports VMess, VLESS, SS, SSR, Trojan, Tuic and Juicity protocols. 🚀",v2rayA,v2rayA,https://github.com/v2rayA/v2rayA
2023-12-19,go,8484,20,🎧☁️ Modern Music Server and Streamer compatible with Subsonic/Airsonic,navidrome,navidrome,https://github.com/navidrome/navidrome
2023-12-19,go,209,24,Go SDK for Google Generative AI,google,generative-ai-go,https://github.com/google/generative-ai-go
2023-12-19,go,6646,5,Terminal file manager,gokcehan,lf,https://github.com/gokcehan/lf
2023-12-19,go,9217,3,Ebitengine - A dead simple 2D game engine for Go,hajimehoshi,ebiten,https://github.com/hajimehoshi/ebiten
2023-12-19,go,3551,5,Backend master class: build a simple bank service in Go,techschool,simplebank,https://github.com/techschool/simplebank
2023-12-19,go,19823,27,Network-wide ads & trackers blocking DNS server,AdguardTeam,AdGuardHome,https://github.com/AdguardTeam/AdGuardHome
2023-12-19,go,30420,17,AI-Powered Photos App for the Decentralized Web 🌈💎✨,photoprism,photoprism,https://github.com/photoprism/photoprism
2023-12-19,go,11133,3,Information gathering framework for phone numbers,sundowndev,phoneinfoga,https://github.com/sundowndev/phoneinfoga
2023-12-19,go,5836,11,"Zero-ETL, infinite possibilities. Live query APIs, code & more with SQL. No DB required.",turbot,steampipe,https://github.com/turbot/steampipe
2023-12-19,go,9827,4,Yet another Yogurt - An AUR Helper written in Go,Jguer,yay,https://github.com/Jguer/yay
2023-12-19,go,741,5,Celestia Data Availability Nodes,celestiaorg,celestia-node,https://github.com/celestiaorg/celestia-node
2023-12-19,go,19702,15,"Xray, Penetrates Everything. Also the best v2ray-core, with XTLS support. Fully compatible configuration.",XTLS,Xray-core,https://github.com/XTLS/Xray-core
