date,language,stargazers,starsToday,description,owner,name,url
2024-02-08,svelte,2991,14,"shadcn/ui, but for Svelte. ✨",huntabyte,shadcn-svelte,https://github.com/huntabyte/shadcn-svelte
2024-02-08,svelte,133,2,"An opensource, fullstack e-commerce app build with SvelteKit",bmdavis419,SvelteKit-Ecommerce,https://github.com/bmdavis419/SvelteKit-Ecommerce
2024-02-08,svelte,231,2,"A modern SaaS template/boilerplate built with SvelteKit, Tailwind, and Supabase. Includes marketing page, blog, subscriptions, auth, user dashboard, user settings, pricing page, and more.",CriticalMoments,CMSaasStarter,https://github.com/CriticalMoments/CMSaasStarter
2024-02-08,svelte,5418,5,"A web interface for chatting with Alpaca through llama.cpp. Fully dockerized, with an easy to use API.",serge-chat,serge,https://github.com/serge-chat/serge
2024-02-08,svelte,1313,2,A web frontend for the headscale Tailscale-compatible coordination server,gurucomputing,headscale-ui,https://github.com/gurucomputing/headscale-ui
2024-02-08,svelte,759,2,Full-sized drag & drop JavaScript event calendar with resource view,vkurko,calendar,https://github.com/vkurko/calendar
2024-02-08,svelte,28960,28,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",saadeghi,daisyui,https://github.com/saadeghi/daisyui
2024-02-08,svelte,1746,4,Official Svelte components built for Flowbite and Tailwind CSS,themesberg,flowbite-svelte,https://github.com/themesberg/flowbite-svelte
2024-02-08,svelte,1773,2,"Primo is a visual CMS with a built-in code editor, Svelte blocks, and static site generator.",primocms,primo,https://github.com/primocms/primo
2024-02-08,svelte,64,1,A Radio Script for Fivem Server,SOH69,mm_radio,https://github.com/SOH69/mm_radio
2024-02-08,svelte,4715,56,ChatGPT-Style Web UI Client for Ollama 🦙,ollama-webui,ollama-webui,https://github.com/ollama-webui/ollama-webui
2024-02-08,svelte,1580,4,ChatGPT web interface using the OpenAI API,Niek,chatgpt-web,https://github.com/Niek/chatgpt-web
2024-02-08,svelte,22,0,Your next-gen API testing and development tool.,sparrowapp-dev,sparrow-app,https://github.com/sparrowapp-dev/sparrow-app
2024-02-08,svelte,27,0,✨ Feature-Rich Personal Blog made with SvelteKit & Sanity CMS ✨,probablynotyasho,probablynotyasho,https://github.com/probablynotyasho/probablynotyasho
2024-02-08,svelte,890,1,🪄 Create beautiful presentations with Svelte,animotionjs,animotion,https://github.com/animotionjs/animotion
2024-02-08,svelte,21,0,,googlemaps-samples,js-solar-potential,https://github.com/googlemaps-samples/js-solar-potential
2024-02-08,svelte,154,3,"Huly Platform — All-in-One Replacement for Linear/Jira, Slack, Notion, Motion and more",hcengineering,platform,https://github.com/hcengineering/platform
2024-02-08,svelte,173,0,Create a custom league page for your Sleeper fantasy football league!,nmelhado,league-page,https://github.com/nmelhado/league-page
2024-02-08,svelte,1263,5,"A modern, easy-to-use and performant custom Home Assistant dashboard",matt8707,ha-fusion,https://github.com/matt8707/ha-fusion
2024-02-08,svelte,3259,4,Build and ship your app faster https://fireship.io,fireship-io,fireship.io,https://github.com/fireship-io/fireship.io
2024-02-08,svelte,1664,4,3D framework for Svelte,threlte,threlte,https://github.com/threlte/threlte
2024-02-08,svelte,1304,1,Bookmark manager for the wizards 🧙,goniszewski,grimoire,https://github.com/goniszewski/grimoire
2024-02-08,svelte,536,3,"Transcribe any audio to text, translate and edit subtitles 100% locally with a web UI. Powered by whisper models!",pluja,whishper,https://github.com/pluja/whishper
2024-02-08,svelte,4246,2,The UI toolkit for Svelte and Tailwind.,skeletonlabs,skeleton,https://github.com/skeletonlabs/skeleton
2024-02-08,svelte,116,0,Ultra customizable hud featuring a unique and robust settings menu. Change eveything about your experience!,Project-Sloth,ps-hud,https://github.com/Project-Sloth/ps-hud
