date,stargazers,starsToday,description,owner,name,url
2021-12-28,79,27,A modern runtime for JavaScript and TypeScript.,denoland,deno,https://github.com/denoland/deno
2021-12-28,20,29,Small exercises to get you used to reading and writing Rust code!,rust-lang,rustlings,https://github.com/rust-lang/rustlings
2021-12-28,4,23,A smarter cd command. Supports all major shells.,ajeetdsouza,zoxide,https://github.com/ajeetdsouza/zoxide
2021-12-28,152,13,Hayabusa is a threat hunting and fast forensics timeline generator for Windows event logs.,Yamato-Security,hayabusa,https://github.com/Yamato-Security/hayabusa
2021-12-28,13,87,"x86 virtualization in your browser, recompiling x86 to wasm on the fly",copy,v86,https://github.com/copy/v86
2021-12-28,61,39,Empowering everyone to build reliable and efficient software.,rust-lang,rust,https://github.com/rust-lang/rust
2021-12-28,23,29,A curated list of Rust code and resources.,rust-unofficial,awesome-rust,https://github.com/rust-unofficial/awesome-rust
2021-12-28,18,22,Rust / Wasm framework for building client web apps,yewstack,yew,https://github.com/yewstack/yew
2021-12-28,14,27,Yet another remote desktop software,rustdesk,rustdesk,https://github.com/rustdesk/rustdesk
2021-12-28,12,22,A refreshingly simple data-driven game engine built in Rust,bevyengine,bevy,https://github.com/bevyengine/bevy
2021-12-28,6,19,egui: an easy-to-use immediate mode GUI in pure Rust,emilk,egui,https://github.com/emilk/egui
2021-12-28,2,86,A container runtime written in Rust,containers,youki,https://github.com/containers/youki
2021-12-28,16,13,Relay is a JavaScript framework for building data-driven React applications.,facebook,relay,https://github.com/facebook/relay
2021-12-28,6,9,A bunch of lints to catch common mistakes and improve your Rust code,rust-lang,rust-clippy,https://github.com/rust-lang/rust-clippy
2021-12-28,1,8,LeftWM - A tiling window manager for Adventurers,leftwm,leftwm,https://github.com/leftwm/leftwm
2021-12-28,25,34,"Build smaller, faster, and more secure desktop applications with a web frontend.",tauri-apps,tauri,https://github.com/tauri-apps/tauri
2021-12-28,30,20,A cat(1) clone with wings.,sharkdp,bat,https://github.com/sharkdp/bat
2021-12-28,499,36,"Rust 培养提高计划, 感谢 Databend 社区 支持https://github.com/datafuselabs/databend",wubx,rust-in-databend,https://github.com/wubx/rust-in-databend
2021-12-28,1,18,阿里云盘 WebDAV 服务,messense,aliyundrive-webdav,https://github.com/messense/aliyundrive-webdav
2021-12-28,15,17,A web framework for Rust.,SergioBenitez,Rocket,https://github.com/SergioBenitez/Rocket
2021-12-28,9,6,A Flash Player emulator written in Rust,ruffle-rs,ruffle,https://github.com/ruffle-rs/ruffle
2021-12-28,1,4,SDL2 bindings for Rust,Rust-SDL2,rust-sdl2,https://github.com/Rust-SDL2/rust-sdl2
2021-12-28,155,3,Minimal Solana BPF program template,mvines,solana-bpf-program-template,https://github.com/mvines/solana-bpf-program-template
2021-12-28,16,2,Diem’s mission is to build a trusted and innovative financial network that empowers people and businesses around the world.,diem,diem,https://github.com/diem/diem
2021-12-28,8,7,An HTTP library for Rust,hyperium,hyper,https://github.com/hyperium/hyper
