date,stargazers,starsToday,description,owner,name,url
2021-12-30,1,2,SvelteKit implementation of the RealWorld app,sveltejs,realworld,https://github.com/sveltejs/realworld
2021-12-30,302,1,IOTA's New Wallet,iotaledger,firefly,https://github.com/iotaledger/firefly
2021-12-30,483,2,A pretty cool UI kit for Svelte,illright,attractions,https://github.com/illright/attractions
2021-12-30,759,1,Svelte  Three,Rich-Harris,svelte-cubed,https://github.com/Rich-Harris/svelte-cubed
2021-12-30,312,0,Svelte plugin for http://vitejs.dev/,sveltejs,vite-plugin-svelte,https://github.com/sveltejs/vite-plugin-svelte
2021-12-30,27,1,"The source code for the ""Full Stack Web Development in the Cloud"" course.",gitpod-io,full-stack-web-development,https://github.com/gitpod-io/full-stack-web-development
2021-12-30,256,0,"a simpler, all-in-one way to develop and manage websites",primo-af,primo,https://github.com/primo-af/primo
2021-12-30,2,3,Svelte Material UI Components,hperrin,svelte-material-ui,https://github.com/hperrin/svelte-material-ui
2021-12-30,,,Browserlist Wasm,le0pard,browserlist,https://github.com/le0pard/browserlist
2021-12-30,1,3,,PuruVJ,macos-web,https://github.com/PuruVJ/macos-web
