date,stargazers,starsToday,description,owner,name,url
2021-12-19,19,5,"Elixir is a dynamic, functional language designed for building scalable and maintainable applications",elixir-lang,elixir,https://github.com/elixir-lang/elixir
2021-12-19,17,3,Peace of mind from prototype to production,phoenixframework,phoenix,https://github.com/phoenixframework/phoenix
2021-12-19,9,4,"Simple, open-source, lightweight (< 1 KB) and privacy-friendly web analytics alternative to Google Analytics.",plausible,analytics,https://github.com/plausible/analytics
2021-12-19,1,2,Blockchain explorer for Ethereum based network and a tool for inspecting and analyzing EVM based blockchains.,blockscout,blockscout,https://github.com/blockscout/blockscout
2021-12-19,4,1,"Rich, real-time user experiences with server-rendered HTML",phoenixframework,phoenix_live_view,https://github.com/phoenixframework/phoenix_live_view
2021-12-19,24,1,A toolkit for writing command-line user interfaces.,fuelen,owl,https://github.com/fuelen/owl
2021-12-19,343,1,A graph data structure library for Elixir projects,bitwalker,libgraph,https://github.com/bitwalker/libgraph
2021-12-19,1,0,"Realtime dashboard with metrics, request logging, plus storage, OS and VM insights",phoenixframework,phoenix_live_dashboard,https://github.com/phoenixframework/phoenix_live_dashboard
2021-12-19,1,0,Utilities for MP4 container parsing and serialization and elements for muxing the stream to CMAF,membraneframework,membrane_mp4_plugin,https://github.com/membraneframework/membrane_mp4_plugin
2021-12-19,5,1,A toolkit for data mapping and language integrated query.,elixir-ecto,ecto,https://github.com/elixir-ecto/ecto
2021-12-19,15,0,An opinionated library and set of guides for adding application tracing and metrics to a Phoenix application,geometerio,geometrics,https://github.com/geometerio/geometrics
2021-12-19,2,0,Simplify deployments in Elixir with OTP releases!,bitwalker,distillery,https://github.com/bitwalker/distillery
2021-12-19,959,0,An Elixir implementation of gRPC,elixir-grpc,grpc,https://github.com/elixir-grpc/grpc
2021-12-19,2,4,"Robust job processing in Elixir, backed by modern PostgreSQL",sorentwo,oban,https://github.com/sorentwo/oban
2021-12-19,511,0,Kafka client library for Elixir,kafkaex,kafka_ex,https://github.com/kafkaex/kafka_ex
2021-12-19,9,0,Membrane SFU client and server libraries,membraneframework,membrane_rtc_engine,https://github.com/membraneframework/membrane_rtc_engine
2021-12-19,2,0,A specification and conveniences for composable modules between web applications,elixir-plug,plug,https://github.com/elixir-plug/plug
2021-12-19,2,2,A self-hosted data logger for your Tesla,adriankumpf,teslamate,https://github.com/adriankumpf/teslamate
2021-12-19,1,1,A merge bot for GitHub Pull Requests,bors-ng,bors-ng,https://github.com/bors-ng/bors-ng
2021-12-19,4,0,Open-source live customer chat,papercups-io,papercups,https://github.com/papercups-io/papercups
2021-12-19,770,0,"The core of the Membrane Framework, advanced multimedia processing framework",membraneframework,membrane_core,https://github.com/membraneframework/membrane_core
2021-12-19,384,0,Open API Specifications for Elixir Plug applications,open-api-spex,open_api_spex,https://github.com/open-api-spex/open_api_spex
2021-12-19,408,0,DataLoader for Elixir,absinthe-graphql,dataloader,https://github.com/absinthe-graphql/dataloader
2021-12-19,8,0,,coingaming,money-elixir,https://github.com/coingaming/money-elixir
2021-12-19,2,3,Interactive and collaborative code notebooks for Elixir - made with Phoenix LiveView,livebook-dev,livebook,https://github.com/livebook-dev/livebook
