date,language,stargazers,starsToday,description,owner,name,url
2024-03-20,typescript,9099,94,⏩ The easiest way to code with any LLM—Continue is an open-source autopilot for VS Code and JetBrains,continuedev,continue,https://github.com/continuedev/continue
2024-03-20,typescript,22250,56,Drag & drop UI to build your customized LLM flow,FlowiseAI,Flowise,https://github.com/FlowiseAI/Flowise
2024-03-20,typescript,60532,98,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API.",microsoft,playwright,https://github.com/microsoft/playwright
2024-03-20,typescript,1989,510,,OpenDevin,OpenDevin,https://github.com/OpenDevin/OpenDevin
2024-03-20,typescript,739,166,,AntonioErdeljac,next14-duolingo-clone,https://github.com/AntonioErdeljac/next14-duolingo-clone
2024-03-20,typescript,5792,49,YouTube Music Desktop App bundled with custom plugins (and built-in ad blocker / downloader),th-ch,youtube-music,https://github.com/th-ch/youtube-music
2024-03-20,typescript,65070,203,A cross-platform ChatGPT/Gemini UI (Web / PWA / Linux / Win / MacOS). 一键拥有你自己的跨平台 ChatGPT/Gemini 应用。,ChatGPTNextWeb,ChatGPT-Next-Web,https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web
2024-03-20,typescript,23271,554,"🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( OpenAI / Claude 3 / Gemini / Perplexity / Bedrock / Azure / Mistral / Ollama ), Multi-Modals (Vision/TTS) and plugin system. One-click FREE deployment of your private ChatGPT chat application.",lobehub,lobe-chat,https://github.com/lobehub/lobe-chat
2024-03-20,typescript,11592,8,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,ag-grid,ag-grid,https://github.com/ag-grid/ag-grid
2024-03-20,typescript,222,23,Solana Sniper Bot - Proof of Concept,fdundjer,solana-sniper-bot,https://github.com/fdundjer/solana-sniper-bot
2024-03-20,typescript,6339,21,Script to get your site indexed on Google in less than 48 hours,goenning,google-indexing-script,https://github.com/goenning/google-indexing-script
2024-03-20,typescript,3427,35,"A free and open-source inpainting & image-upscaling tool powered by webgpu and wasm on the browser。| 基于 Webgpu 技术和 wasm 技术的免费开源 inpainting & image-upscaling 工具, 纯浏览器端实现。",lxfater,inpaint-web,https://github.com/lxfater/inpaint-web
2024-03-20,typescript,21425,37,"Jitsi Meet - Secure, Simple and Scalable Video Conferences that you use as a standalone app or embed in your web application.",jitsi,jitsi-meet,https://github.com/jitsi/jitsi-meet
2024-03-20,typescript,15190,22,🔒 A compiled checklist of 300+ tips for protecting digital security and privacy in 2024,Lissy93,personal-security-checklist,https://github.com/Lissy93/personal-security-checklist
2024-03-20,typescript,7310,30,Ergonomic Framework for Humans,elysiajs,elysia,https://github.com/elysiajs/elysia
2024-03-20,typescript,11387,9,"A collection of libraries and tools that help you build adaptive, accessible, and robust user experiences.",adobe,react-spectrum,https://github.com/adobe/react-spectrum
2024-03-20,typescript,14440,7,✨ Monorepo for all the tooling which enables ESLint to support TypeScript,typescript-eslint,typescript-eslint,https://github.com/typescript-eslint/typescript-eslint
2024-03-20,typescript,3790,13,A fully-fledged functional effect system for TypeScript with a rich standard library,Effect-TS,effect,https://github.com/Effect-TS/effect
2024-03-20,typescript,2434,48,"🪢 Open source LLM engineering platform. Observability, metrics, evals, prompt management 🍊YC W23 🤖 SDKs + integrations for Typescript, Python, OpenAI, Langchain, LlamaIndex, Litellm",langfuse,langfuse,https://github.com/langfuse/langfuse
2024-03-20,typescript,1284,7,Modular TypeScript wallet adapters and components for Solana applications.,anza-xyz,wallet-adapter,https://github.com/anza-xyz/wallet-adapter
2024-03-20,typescript,191,3,An SDK for building applications on top of Raydium.,raydium-io,raydium-sdk,https://github.com/raydium-io/raydium-sdk
2024-03-20,typescript,3773,6,This is a Full Stack app starter with the foundational things setup and configured for you to hit the ground running on your next EPIC idea.,epicweb-dev,epic-stack,https://github.com/epicweb-dev/epic-stack
2024-03-20,typescript,23362,57,"🔥 🔥 🔥 Open Source JIRA, Linear and Asana Alternative. Plane helps you track your issues, epics, and product roadmaps in the simplest way possible.",makeplane,plane,https://github.com/makeplane/plane
2024-03-20,typescript,1958,10,"SoraWebui is an open-source Sora web client, enabling users to easily create videos from text with OpenAI's Sora model.",SoraWebui,SoraWebui,https://github.com/SoraWebui/SoraWebui
2024-03-20,typescript,972,15,Farm 🍅 on the Fuel network.,FuelLabs,sway-farm,https://github.com/FuelLabs/sway-farm
