date,language,stargazers,starsToday,description,owner,name,url
2023-09-22,lua,2668,2,A snazzy bufferline for Neovim,akinsho,bufferline.nvim,https://github.com/akinsho/bufferline.nvim
2023-09-22,lua,12633,5,The Cloud-Native API Gateway,apache,apisix,https://github.com/apache/apisix
2023-09-22,lua,3101,3,"夜 - Yoru | Aesthetic and Beautiful Awesome Environment 🌓",rxyhn,yoru,https://github.com/rxyhn/yoru
2023-09-22,lua,1631,1,LSP signature hint as you type,ray-x,lsp_signature.nvim,https://github.com/ray-x/lsp_signature.nvim
2023-09-22,lua,1263,7,"Navigate your code with search labels, enhanced character motions and Treesitter integration",folke,flash.nvim,https://github.com/folke/flash.nvim
2023-09-22,lua,2123,2,Service eggs for the pterodactyl panel,parkervcp,eggs,https://github.com/parkervcp/eggs
2023-09-22,lua,3062,0,Advanced vulnerability scanning with Nmap NSE,scipag,vulscan,https://github.com/scipag/vulscan
2023-09-22,lua,556,5,⚡ TypeScript integration NeoVim deserves ⚡,pmizio,typescript-tools.nvim,https://github.com/pmizio/typescript-tools.nvim
2023-09-22,lua,221,0,Canary Server 13.x for OpenTibia community.,opentibiabr,canary,https://github.com/opentibiabr/canary
2023-09-22,lua,2806,1,Jitsi Meet on Docker,jitsi,docker-jitsi-meet,https://github.com/jitsi/docker-jitsi-meet
2023-09-22,lua,828,3,Plugin for calling lazygit from within neovim.,kdheepak,lazygit.nvim,https://github.com/kdheepak/lazygit.nvim
2023-09-22,lua,35929,9,🦍 The Cloud-Native API Gateway,Kong,kong,https://github.com/Kong/kong
2023-09-22,lua,2358,1,"🦊A highly customizable theme for vim and neovim with support for lsp, treesitter and a variety of plugins.",EdenEast,nightfox.nvim,https://github.com/EdenEast/nightfox.nvim
2023-09-22,lua,7491,19,A launch point for your personal nvim configuration,nvim-lua,kickstart.nvim,https://github.com/nvim-lua/kickstart.nvim
2023-09-22,lua,13529,5,"An ebook reader application supporting PDF, DjVu, EPUB, FB2 and many more formats, running on Cervantes, Kindle, Kobo, PocketBook and Android devices",koreader,koreader,https://github.com/koreader/koreader
2023-09-22,lua,2765,4,Library of 30+ independent Lua modules improving overall Neovim (version 0.7 and higher) experience with minimal effort,echasnovski,mini.nvim,https://github.com/echasnovski/mini.nvim
2023-09-22,lua,2752,3,A starting point to setup some lsp related features in neovim.,VonHeikemen,lsp-zero.nvim,https://github.com/VonHeikemen/lsp-zero.nvim
2023-09-22,lua,308,1,Official Repo For core resources for esx-legacy,esx-framework,esx_core,https://github.com/esx-framework/esx_core
2023-09-22,lua,9659,1,Image-to-image translation with conditional adversarial nets,phillipi,pix2pix,https://github.com/phillipi/pix2pix
2023-09-22,lua,249,3,A Lua implementation at attempting to bring local network multiplayer to BeamNG.drive,BeamMP,BeamMP,https://github.com/BeamMP/BeamMP
2023-09-22,lua,10,0,,muk-as,DOTA2_CLIENT,https://github.com/muk-as/DOTA2_CLIENT
2023-09-22,lua,244,1,A native neovim extension for Codeium,Exafunction,codeium.nvim,https://github.com/Exafunction/codeium.nvim
2023-09-22,lua,1213,4,Lua port of the most famous vim colorscheme,ellisonleao,gruvbox.nvim,https://github.com/ellisonleao/gruvbox.nvim
2023-09-22,lua,5063,2,My personal dotfiles,craftzdog,dotfiles-public,https://github.com/craftzdog/dotfiles-public
2023-09-22,lua,17,1,Automatically convert strings to f-strings or template strings and back.,chrisgrieser,nvim-puppeteer,https://github.com/chrisgrieser/nvim-puppeteer
