date,stargazers,starsToday,description,owner,name,url
2021-12-27,24,8,"Blazing fast, instant realtime GraphQL APIs on your DB with fine grained access control, also trigger webhooks on database events.",hasura,graphql-engine,https://github.com/hasura/graphql-engine
2021-12-27,1,0,Official haskell ide support via language server (LSP). Successor of ghcide & haskell-ide-engine.,haskell,haskell-language-server,https://github.com/haskell/haskell-language-server
2021-12-27,27,12,"ShellCheck, a static analysis tool for shell scripts",koalaman,shellcheck,https://github.com/koalaman/shellcheck
2021-12-27,248,0,Reach: The Safest and Easiest DApp Programming Language,reach-sh,reach-lang,https://github.com/reach-sh/reach-lang
2021-12-27,2,4,"The core of xmonad, a small but functional ICCCM-compliant tiling window manager",xmonad,xmonad,https://github.com/xmonad/xmonad
2021-12-27,24,9,Universal markup converter,jgm,pandoc,https://github.com/jgm/pandoc
2021-12-27,321,0,Web applications without callbacks or side-effects. Reflex-DOM brings the power of functional reactive programming (FRP) to the web. Build HTML and other Document Object Model (DOM) data with a pure functional interface.,reflex-frp,reflex-dom,https://github.com/reflex-frp/reflex-dom
2021-12-27,14,0,Reference DAML application demonstrating a bond issuance use case.,digital-asset,ex-bond-issuance,https://github.com/digital-asset/ex-bond-issuance
2021-12-27,7,2,Advent of Code,mrphlip,aoc,https://github.com/mrphlip/aoc
2021-12-27,158,1,Chainweb: A Proof-of-Work Parallel-Chain Architecture for Massive Throughput,kadena-io,chainweb-node,https://github.com/kadena-io/chainweb-node
2021-12-27,18,2,REST API for any Postgres database,PostgREST,postgrest,https://github.com/PostgREST/postgrest
2021-12-27,438,0,Contributed modules for xmonad,xmonad,xmonad-contrib,https://github.com/xmonad/xmonad-contrib
2021-12-27,140,0,A component that follows the Cardano chain and stores blocks and transactions in PostgreSQL,input-output-hk,cardano-db-sync,https://github.com/input-output-hk/cardano-db-sync
2021-12-27,101,1,Nix backend for PureScript. Transpile PureScript code to Nix.,purenix-org,purenix,https://github.com/purenix-org/purenix
2021-12-27,498,0,A comprehensive Amazon Web Services SDK for Haskell.,brendanhay,amazonka,https://github.com/brendanhay/amazonka
2021-12-27,2,3,The core component that is used to participate in a Cardano decentralised blockchain.,input-output-hk,cardano-node,https://github.com/input-output-hk/cardano-node
2021-12-27,65,0,"Featherlight benchmark framework, drop-in replacement for criterion and gauge.",Bodigrim,tasty-bench,https://github.com/Bodigrim/tasty-bench
2021-12-27,31,0,A logical authorization system,Simspace,avaleryar,https://github.com/Simspace/avaleryar
2021-12-27,124,1,A WebSocket JSON/RPC bridge for Cardano,CardanoSolutions,ogmios,https://github.com/CardanoSolutions/ogmios
2021-12-27,544,0,,tomjaguarpaw,haskell-opaleye,https://github.com/tomjaguarpaw/haskell-opaleye
2021-12-27,896,1,Ethereum smart contract fuzzer,crytic,echidna,https://github.com/crytic/echidna
2021-12-27,1,4,Koka language compiler and interpreter,koka-lang,koka,https://github.com/koka-lang/koka
2021-12-27,882,2,How to learn front-end or back-end development,fullstack-development,developers-roadmap,https://github.com/fullstack-development/developers-roadmap
2021-12-27,22,0,An llvm pretty printer inspired by the haskell llvm binding,elliottt,llvm-pretty,https://github.com/elliottt/llvm-pretty
2021-12-27,1,0,Server for Flora,flora-pm,flora-server,https://github.com/flora-pm/flora-server
