date,stargazers,starsToday,description,owner,name,url
2021-12-27,4,7,Pi-hole in a docker container,pi-hole,docker-pi-hole,https://github.com/pi-hole/docker-pi-hole
2021-12-27,34,16,A black hole for Internet advertisements,pi-hole,pi-hole,https://github.com/pi-hole/pi-hole
2021-12-27,62,11,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",gothinkster,realworld,https://github.com/gothinkster/realworld
2021-12-27,15,3,最好用的 V2Ray 一键安装脚本 & 管理脚本,233boy,v2ray,https://github.com/233boy/v2ray
2021-12-27,655,7,Xray：（VLESS/VMess）-（TCP/gRPC/WebSocket）-（XTLS/TLS）+Web 搭建/管理脚本,kirin10000,Xray-script,https://github.com/kirin10000/Xray-script
2021-12-27,281,6,Just a Christmas tree,sergiolepore,ChristBASHTree,https://github.com/sergiolepore/ChristBASHTree
2021-12-27,1,6,一键安装 trojan v2ray xray. Install v2ray / xray (VLESS) and trojan (trojan-go) script,jinwyp,one_click_script,https://github.com/jinwyp/one_click_script
2021-12-27,1,3,Scripts to install Google Apps into a WSA image. Plus optional root,WSA-Community,WSAGAScript,https://github.com/WSA-Community/WSAGAScript
2021-12-27,523,6,Flexible and fast ZSH plugin manager,zdharma-continuum,zinit,https://github.com/zdharma-continuum/zinit
2021-12-27,696,4,Hack Android Pattern From Termux With This Tool,noob-hackers,hacklock,https://github.com/noob-hackers/hacklock
2021-12-27,3,9,Docker image that provides a Minecraft Server that will automatically download selected version at startup,itzg,docker-minecraft-server,https://github.com/itzg/docker-minecraft-server
2021-12-27,2,14,A cli tool to browse and play anime,pystardust,ani-cli,https://github.com/pystardust/ani-cli
2021-12-27,746,7,,sandy1709,nekopack,https://github.com/sandy1709/nekopack
2021-12-27,11,6,kaldi-asr/kaldi is the official location of the Kaldi project.,kaldi-asr,kaldi,https://github.com/kaldi-asr/kaldi
2021-12-27,6,5,A build system and primary set of packages for Termux.,termux,termux-packages,https://github.com/termux/termux-packages
2021-12-27,198,1,Это репозиторий для проведения курса по The Missing Semester of Your CS Education в университете Высшая Школа Экономики,danlark1,hse_missing_cs_education,https://github.com/danlark1/hse_missing_cs_education
2021-12-27,1,1,Official Zabbix Dockerfiles,zabbix,zabbix-docker,https://github.com/zabbix/zabbix-docker
2021-12-27,3,1,Compile and install Ruby,rbenv,ruby-build,https://github.com/rbenv/ruby-build
2021-12-27,281,3,Cloudflare WARP 多功能一键脚本，支持添加WARP+PLUS账户及无限刷WARP+流量功能 ，支持纯IPV4/纯IPV6/双栈V4V6的VPS共9种情况随意切换安装。支持X86/ARM，支持kvm，openvz，lxc等主流架构，自动配置最佳TUM吞吐量数值，实时显示当前WARP状态、IP所属区（中文显示）及IP服务商。已测试：hax纯v6站，Euserv(德鸡)，oracle（甲骨文云），gpc（谷歌云），aws（亚马逊云），azure（微软云）等…………功能更新增加中…,kkkyg,CFwarp,https://github.com/kkkyg/CFwarp
2021-12-27,16,4,Home repository for .NET Core,dotnet,core,https://github.com/dotnet/core
2021-12-27,1,3,"Plex Media Server Docker repo, for all your PMS docker needs.",plexinc,pms-docker,https://github.com/plexinc/pms-docker
2021-12-27,7,2,OpenVPN server in a Docker container complete with an EasyRSA PKI CA,kylemanna,docker-openvpn,https://github.com/kylemanna/docker-openvpn
2021-12-27,15,2,Node version management,tj,n,https://github.com/tj/n
2021-12-27,6,8,Hackintosh long-term maintenance model EFI and installation tutorial,daliansky,Hackintosh,https://github.com/daliansky/Hackintosh
2021-12-27,1,1,用于在 Heroku 上部署 V2Ray WebSocket。,bclswl0827,v2ray-heroku,https://github.com/bclswl0827/v2ray-heroku
